GENE.ID	cdc28_0	cdc28_10	cdc28_20	cdc28_30	cdc28_40	cdc28_50	cdc28_60	cdc28_70	cdc28_80	cdc28_90	cdc28_100	cdc28_110	cdc28_120	cdc28_130	cdc28_140	cdc28_150	cdc28_160
YJL222W	-0.24	-0.44	-0.46	-0.41	-0.06	0.18	0.02	0.32	0.25	0.32	0.22	0.18	-0.03	-0.05	0.04	0.06	0.13
YIR018W	0.99	-0.4	-1.14	-0.92	0.62	0.84	0.01	-0.4	0.18	-0.1	-0.14	0.55	-0.1	0.27	0.18	-0.22	-0.22
YFR002W	-0.08	0.11	0.24	-0.01	-0.31	-0.53	0.14	0.35	0.37	-0.08	0.22	-0.23	-0.13	-0.02	0.12	-0.16	-0.03
YDR094W	-1.07	-0.1	0.44	0.28	-0.46	-0.03	0.2	-0.39	-0.05	0.54	-0.05	-0.04	-0.11	0.14	-0.035	0.57	0.11
YKL014C	-0.97	0.41	0.19	0.17	0.24	0.38	0.43	0.07	0.02	-0.43	-0.16	-0.4	-0.17	-0.09	0.1	0.19	0.13
YPR108W	0.2	0.03	0.03	0.06	-0.09	-0.06	-0.23	-0.05	-0.06	0.5	0.28	-0.79	-0.02	0.09	0.005	-0.22	0.34
YLR377C	0.39	0.46	0.81	0.07	-0.05	-0.17	-0.51	-0.33	-0.27	-0.27	-0.19	-0.17	-0.12	-0.05	0.07	0.17	0.17
YJL081C	-0.02	-0.11	-0.18	0.19	-0.25	0.06	-0.15	-0.07	0.25	-0.41	0.3	0.17	0.24	-0.04	-0.005	0.01	0.01
YGR048W	0.4	-0.45	-0.55	-0.27	-0.24	-0.22	-0.01	0.06	0.27	0.36	0.21	0	0.02	0.08	0.01	-0.04	0.39
YCRX05W	-0.7	-0.28	-0.17	-0.43	0.35	0.29	0.62	0.27	0.38	-0.02	-0.17	-0.33	0.06	0.08	0.32	-0.1	-0.19
YOR236W	-0.18	0.41	0.08	-0.55	-0.17	-0.29	-0.19	-0.16	-0.24	0.33	0.06	0.59	-0.16	-0.16	0.17	0.46	-0.16
YPL003W	0.84	-0.18	-0.62	0.04	0.12	0.08	0.01	0.35	0.44	-0.23	-0.12	0.23	-0.04	-0.4	-0.51	0.01	0.01
YOR292C	0.59	-0.65	0.11	0.32	-0.07	-0.23	-0.44	-0.16	-0.01	-0.23	0.13	0.25	0.18	0.13	0.22	-0.41	0.27
YKL223W	0.13	0.26	0.95	0.69	0.43	-0.01	-0.04	-0.55	-0.2	-1.59	0.02	-0.17	0.24	-0.07	0.29	-0.07	-0.31
YIR031C	0.12	-0.1	-0.52	-0.32	-0.37	0.48	0.15	-0.1	0.4	-0.75	-0.06	0.12	0.43	0.22	0.61	0.15	-0.47
YKR100C	-0.17	-0.14	0.16	0.12	0.3	-0.04	0.18	-0.15	0.01	0.11	-0.13	0.07	0.17	-0.33	-0.015	-0.1	-0.06
YGR265W	-0.56	0.08	0.3	-0.27	-0.79	-0.11	0	0.33	0.46	0.04	-0.03	0.41	0.68	0.08	-0.15	-0.56	0.14
YMR056C	-0.81	-0.36	-0.12	0.75	0.47	0.24	-0.05	0.09	-0.16	-0.05	-0.54	-0.19	-0.25	-0.05	0.64	0.35	-0.01
YJL143W	-0.41	-0.26	0.16	0.04	-0.15	-0.45	-0.26	-0.12	0.25	0.54	-0.29	0.41	0.24	-0.04	-0.21	0.27	0.24
YKR080W	0.07	0.41	0.3	0.43	0.05	-0.41	-0.28	-0.72	-0.01	0.23	-0.28	-0.06	0.01	0.03	-0.05	0.16	0.15
YDR035W	-0.89	-0.58	-0.25	-0.27	-0.06	-0.25	-0.11	-0.17	-0.33	0.63	0.27	-0.125	-0.14	0.44	0.43	0.39	0.91
YCR095C	0.06	0.07	-0.59	-0.09	-0.22	-0.01	-0.21	0.43	0.42	-0.27	0.17	-0.02	0.01	0.18	0	0.09	-0.01
YOR014W	-0.33	-0.34	-0.51	-0.45	0.27	0	0.15	0.18	0.08	-0.13	0.22	0.44	0.15	0.075	0.03	0.17	0.07
YIR008C	-0.45	0.05	0.24	0.29	-0.32	-0.18	-0.11	-0.19	0.09	0.21	0.5	0.25	0.04	0.03	0.02	-0.3	-0.12
YCRX03C	-0.3	0.29	-0.98	0.02	-0.13	0.51	-0.49	0.29	0.02	0.4	-0.98	0.02	0.79	1.29	-0.13	-0.13	-0.49
YFL006W	-0.15	0.65	-0.2	-0.49	-0.21	-0.1	0.23	0.51	0.28	0.27	0.14	-0.15	-0.32	-0.29	-0.125	0.21	-0.38
YBR145W	-0.29	-1.16	-0.56	-0.16	-0.05	-0.61	-0.37	-0.44	-0.35	0.17	0.38	0.79	0.67	0.51	-0.105	0.53	0.92
YJR162C	-0.04	0.38	0.12	0.45	-0.11	0.32	0.2	-0.08	-0.7	-0.1	0.09	-0.7	-0.79	0.5	1.31	-0.29	-0.56
YKL039W	-0.05	-0.69	-1.09	-0.61	-0.01	0.03	0.23	-0.34	0.3	0.53	0.41	0.29	0.03	0.115	0.2	0.36	0.4
YCR076C	0.74	-0.02	-0.23	-0.09	0.29	-0.08	-0.21	0.07	-0.12	-0.27	-0.27	0.04	-0.09	0.03	-0.05	-0.01	0.21
YMR038C	-0.35	-0.18	-0.21	-0.25	-0.93	0.04	0.28	-0.11	-0.04	0.46	0.36	0	-0.14	0.3	0.15	0.35	0.27
YIL038C	-0.44	-0.08	-0.01	-0.08	-0.13	0.3	0.24	0.04	0.08	0.36	0	0.08	-0.08	-0.005	0.08	-0.24	-0.12
YPR118W	-0.35	-0.01	0.39	0.17	0.06	-0.04	0.15	0.23	0	0.2	0	-0.54	-0.27	0	0.005	0.01	0.01
YDL089W	-0.05	-0.55	-0.11	-0.57	-0.46	-0.36	-0.21	-0.07	0.17	0.62	0.53	0.09	0.04	0.02	-0.015	0.57	0.37
YAR031W	0.78	0.09	0.31	-0.06	0.59	-0.06	0.34	-0.03	-0.1	-0.37	0.01	0.09	0.13	-0.68	-0.42	-0.42	-0.22
YPL190C	0.01	-0.22	0.02	0.13	0.1	0.21	0.03	0.04	0.05	-0.11	-0.19	-0.05	-0.07	-0.18	0.025	0.2	0.03
YMR044W	-0.78	0.42	-0.22	-0.27	0.29	-0.34	-0.42	-0.77	0.21	0.34	0.09	0.28	0.23	-0.11	0.15	0.53	0.5
YBR117C	1.03	0.46	0.21	0.28	-0.37	-0.37	-0.72	0.28	-0.48	-0.18	0.14	-0.27	-0.48	0.07	-0.01	-0.37	0.77
YMR202W	-0.36	-0.58	0.02	-0.31	0.04	-0.32	-0.06	-0.2	-0.36	1.26	0.23	-0.04	-0.41	0.47	-0.02	0.45	0.16
YCL066W	0.22	0.71	0.04	-0.54	-0.28	-0.43	-0.21	0.34	0.14	0	0.08	-0.18	0.04	-0.39	0.09	0.04	0.39
YIL046W	0.37	0.09	-0.06	0.73	0.55	0.23	0.07	0.23	-0.27	-0.14	-0.38	-0.43	-0.08	-0.07	-0.37	-0.28	-0.25
YOL081W	-0.33	0.17	-0.23	0.06	0.38	0.28	0.14	0.14	0.28	-0.26	-0.2	-0.51	0.24	0.14	0.18	-0.5	0.15
YJL133W	-0.37	-0.14	0.2	0.09	0.2	0.23	0.08	0.34	0.14	-0.07	-0.16	-0.07	-0.4	0.01	0.07	-0.08	-0.05
YGL058W	-0.03	0.29	0.06	-0.23	0.06	0.05	-0.08	-0.07	-0.12	-0.18	-0.24	0	0.08	-0.015	-0.14	0.29	0.27
YLR275W	-0.07	0.53	0.15	0.08	0.31	-0.07	-0.07	-0.42	0.07	-0.13	-0.32	-0.04	0.06	0.01	-0.47	0.2	0.21
YMR064W	-0.26	0.11	-0.43	-0.34	-0.11	0.19	0.36	0.24	0.13	-0.43	0.02	-0.13	0.02	0.065	0.14	0.21	0.28
YGL139W	-0.39	-0.14	-0.33	0.2	0.25	0.29	0.69	0.33	0.12	-0.45	-0.62	-0.32	0.03	0.16	0.2	0.12	0.12
YFR004W	-0.68	0.08	-0.44	-0.47	0.18	-0.1	-0.07	-0.17	-0.01	-0.02	0.28	0.49	0.24	-0.015	0.32	0.41	-0.04
YNL213C	-0.44	-0.14	-0.84	-0.52	0.24	-0.08	0.06	0.02	0.29	0.02	0.09	0.25	0.12	0.52	0.075	0.23	0.19
YDL216C	-0.07	-0.21	-0.38	0.15	-0.16	0.19	0.19	0.02	0.34	-0.025	-0.16	0.23	0.47	-0.07	-0.32	0.15	-0.38
YJR125C	0.03	-0.74	-0.31	0.01	0.04	-0.22	-0.22	-0.39	0.08	0.34	0.21	0.22	0.25	0.33	0.055	0.31	0.07
YBL041W	0.15	-0.38	-0.2	-0.57	0.22	-0.46	0.09	-0.04	-0.14	0.7	0.19	0.17	0.035	-0.19	0.18	-0.02	0.3
YLL011W	-0.28	0.13	0.18	0.03	0.13	0.14	0.27	0.34	-0.1	-0.02	0.01	-0.26	-0.27	0.02	0.07	-0.18	-0.19
YGR206W	0.64	0.58	0.08	-0.32	-0.4	-0.51	-0.32	-0.53	0.32	0.16	0.16	0.2	-0.61	0.01	0.07	0.49	0.06
YMR259C	0.07	0.5	0.05	0.17	-0.56	0.26	0.45	0.35	0.19	-0.17	-0.35	-0.52	-0.14	-0.05	0.005	-0.22	-0.04
YPR128C	0.49	-0.36	-0.47	-0.3	-0.44	0.31	0.21	0.35	0.24	0.61	-0.2	-0.95	-0.03	0.3	0.58	-0.68	0.34
YDL053C	-0.4	0.05	0.1	-0.23	-0.05	-0.22	0.06	-0.13	-0.22	0.46	0.26	-0.11	-0.33	0.39	0	0.31	0.06
YBR038W	-0.98	-1.49	-0.83	-0.56	-0.38	0.09	1.23	1.23	1.25	0.34	0.01	-0.57	0.01	-0.25	0.01	0.66	0.25
YDR472W	0.01	0.03	-0.25	-0.41	-0.41	0.03	-0.14	-0.09	0.2	0.02	0.11	-0.04	-0.07	0.25	0.015	0.39	0.39
YLR219W	0.17	-0.85	-0.48	0.16	0.44	0.75	0.32	0.3	-0.3	-0.12	0.29	-0.34	0.01	0.59	0.085	-0.27	-0.66
YER006W	-0.44	0.21	0.37	0.4	0.32	0.02	0.33	0.37	-0.23	0.06	-0.63	-0.62	-0.16	-0.08	0.04	0.07	-0.01
YDR308C	0.03	0.23	-0.59	-0.17	-0.69	0.06	-0.16	0.18	0.32	0.01	0.07	0.02	-0.33	0.045	0.19	0.37	0.47
YML095C	0.72	0.02	0.14	-0.09	-0.45	0.13	0.35	0.1	0.12	-1.19	-0.18	-0.02	-0.05	0.03	-0.37	0.04	0.73
YCL023C	0.45	0.12	0.22	0.64	-0.1	-0.78	-0.16	-0.22	-0.04	-0.44	0.53	0.27	0.78	-0.36	-0.04	-0.51	-0.36
YCR063W	0.24	-0.43	-0.94	-0.14	0.52	0.01	0.37	0.21	0.19	-0.06	-0.01	0.06	0.08	0.13	-0.28	-0.19	0.24
YFL056C	0.26	-0.02	0.11	0.68	0.14	0.04	-0.13	0.23	0.23	-0.25	0.26	-0.1	0.29	-0.74	-0.1	-0.29	-0.63
YOL090W	-0.43	-0.06	0.72	0.35	-0.02	-0.59	-0.48	-0.98	-0.54	0.21	1.16	1.06	0.45	0.44	-0.04	-0.92	-0.36
YGL229C	0.26	-1.21	-0.8	-0.29	-0.25	-0.34	-0.02	-0.29	-0.25	0.4	0.2	0.35	0.43	0.62	0.2	0.53	0.48
YIR011C	-0.01	-0.11	-0.19	0.02	0.04	0.02	0.08	0.12	-0.02	0.28	0	-0.16	-0.26	0.01	0.01	0.01	0.17
YPR028W	0.16	0.13	0.62	0.18	0.06	-0.32	-0.2	-0.08	-0.04	1.21	0.7	0.17	0.23	-4.27	0.43	0.63	0.58
YHR184W	0.53	0.49	0.2	-0.3	0.06	0.07	0.09	0.03	-0.05	-0.15	-0.07	-0.28	-0.32	-0.1	-0.21	-0.07	0.09
YGR145W	-0.65	0.16	0.08	0.18	0.36	0.16	0.53	0.46	0.15	-0.16	-0.35	-0.35	-0.16	0.05	0.065	-0.24	-0.24
YDL131W	-0.31	-0.29	-0.08	0.01	0.3	-0.17	-0.04	-0.07	-0.2	0.21	-0.06	-0.04	-0.04	0.03	0.26	0.11	0.33
YGR156W	0.32	0.14	0.22	0.13	0.54	0.17	0.34	0.44	-0.09	-0.06	-0.32	-0.39	-0.11	-0.31	0.035	-0.59	-0.44
YOR289W	1.72	1.56	0.58	-0.18	-0.02	-0.46	-0.49	-0.53	-0.68	-0.66	-0.11	0.34	-0.16	-0.18	-0.16	-0.28	-0.3
YMR314W	-0.12	-0.63	-0.46	-0.29	0.06	-0.38	-0.38	-0.34	0.1	0.76	0.53	0.28	0.17	0.08	0.2	0.21	0.29
YJR076C	-0.37	-0.56	-0.12	0.16	0.38	0.5	0.28	0.38	-0.17	-0.57	-0.11	-0.27	-0.105	0.51	0.39	-0.1	-0.31
YGR282C	-0.42	-0.42	-0.03	-0.13	0.08	-0.01	0.31	0.05	-0.15	0.59	0.1	0.03	-0.15	-0.02	-0.06	0.25	-0.04
YKR021W	0.05	-0.18	-0.13	-0.42	-0.72	0.36	0.94	1.09	0.78	-0.16	-1.5	-0.26	-0.09	-0.03	0.28	-0.09	-0.09
YDR446W	0.25	-0.08	0.51	0.92	0.34	0.34	-2.66	-1.08	-0.2	0.04	-0.34	0.34	0.04	0.73	0.51	0.98	-0.66
YDR297W	-1.31	-0.27	0.4	0.78	0.67	0.41	0.07	0	-0.11	-0.59	0.35	0.26	0.035	0.08	-0.22	-0.3	-0.21
YOR190W	0.73	0.71	0.64	0.29	-0.55	-0.15	-0.04	-0.15	-0.11	-0.11	0	0.1	0.23	-0.11	-0.6	-0.77	-0.11
YDL072C	0.07	-0.96	-0.84	-0.27	0.08	-0.25	-0.08	-0.01	-0.28	0.62	0.38	0.37	0.075	0.31	0.16	0.28	0.41
YGR056W	0.08	0.09	-0.13	-0.22	0.23	0.35	-0.03	0.09	0.23	-0.19	-0.4	-0.1	-0.02	0.2	-0.24	-0.06	0.1
YKL075C	-0.16	-0.46	-0.18	-0.09	0.18	-0.07	0.23	0.4	0.22	-0.5	-0.17	0.06	0.28	-0.02	0.015	0.05	0.23
YGL191W	0.07	-0.28	-0.23	-0.14	-0.34	-0.35	-0.12	-0.33	0.02	0.79	0.21	0.11	-0.54	-0.05	0.27	0.65	0.21
YPR157W	0.73	-1.67	-0.56	-0.06	0.02	0.37	1.06	1.21	0.39	-0.13	-0.42	-2.11	-0.83	-0.19	0.7	0.79	0.69
YDR069C	0.53	-0.07	-0.43	-0.43	-0.65	0.5	-0.12	-0.82	0.31	0.13	0.03	0.03	0.35	-0.02	0.03	0.46	0.18
YDR116C	0.11	0.27	-1.05	-0.72	-0.31	-0.1	-0.38	0	0.09	0.42	0.5	0.34	-0.18	0.32	0.1	0.25	0.45
YIL004C	-0.3	0.03	-0.37	0.06	0.19	0.28	0.14	-0.14	0.12	-0.28	0.08	0.14	0.07	0.13	0.51	-0.14	-0.46
YBR043C	-0.45	-0.24	-0.22	-0.15	0.25	0.07	0.52	0.33	-0.01	-0.19	-0.55	-0.4	0.06	0.16	0.025	0.48	0.36
YOL096C	0.5	-0.49	-1.43	-0.43	-0.69	-0.3	-0.16	-0.06	0.43	0.43	0.65	0.31	0.38	0.31	0.34	-0.4	0.63
YBL048W	1.8	1.61	0.85	-0.11	-0.53	0.07	0.39	-0.14	-0.11	-0.46	-0.33	-0.75	-0.58	-0.31	-0.11	-0.46	-0.84
YEL061C	-0.84	-0.48	0.45	0.83	0.97	0.75	0.39	-0.03	-0.94	-1.46	-0.48	0.06	0.74	0.68	0.16	-0.35	-0.44
YDL143W	-0.03	-0.36	0.09	-0.11	0.13	-0.29	0.15	-0.07	-0.07	0.34	0.16	0.14	-0.19	0.03	0.16	-0.17	0.11
YNL214W	0.56	-0.38	-0.52	-0.1	0.1	-0.25	0.2	-0.05	0.11	0.13	-0.05	0.39	0.01	-0.07	-0.07	-0.05	-0.05
YHR032W	-0.17	-0.17	-0.41	-0.51	-0.31	0.25	0.02	0.02	0.26	-0.54	-0.13	0.19	0.79	0.36	0.36	0.02	0.02
YGL228W	0.35	-0.38	-0.42	0.02	0.04	0.13	0.18	0.11	0.06	-0.07	-0.23	-0.03	0.09	0.08	0.05	0.1	-0.01
YBL109W	0.02	1.28	0.3	0.8	0.46	0.62	1.05	0.26	-0.06	-1.32	-0.88	-0.92	-0.03	0.2	0.11	-0.4	-1.37
YNR041C	0.1	-0.27	0	-0.07	-0.44	-0.25	-0.14	-0.19	0.18	0.34	0.46	0.3	0.11	0.025	0.12	-0.3	0.05
YEL068C	-0.08	0.21	0.22	0.05	0.03	-0.14	0.02	0.07	-0.05	0.5	-0.31	-0.3	-0.35	-0.04	-0.01	0.23	-0.08
YKR089C	-0.26	-0.54	-0.48	-0.33	0.18	0.05	0.1	0.21	-0.01	0.36	0.43	0.04	0.04	0.09	0.045	0.09	0.03
YLR178C	1.98	0.99	-0.04	-0.08	-0.3	-0.69	-0.61	-1.13	-0.52	0.06	0.25	0.25	0.01	-0.24	-0.025	-0.01	0.07
YDL027C	0.36	0.15	-0.57	0.05	-0.5	-0.13	-1	0.01	0.19	0.11	0.46	0.39	0.26	0.08	0.12	0.11	0.11
YPL197C	-0.54	-0.68	0.19	-0.18	0.06	-0.54	-0.55	-0.26	-0.44	1.59	0.56	-0.06	-0.32	0.24	0.28	0.22	0.37
YOR005C	1.04	0.32	-0.01	0.1	-0.17	-0.26	-0.07	-0.15	0.01	-0.24	-0.15	-0.55	0.02	0.14	0.01	-0.28	0.26
YLR048W	-0.3	0.06	0.59	0.35	0.66	0.02	0.2	-0.3	-0.01	1.02	-2.83	0.36	-0.09	-0.03	-0.49	0.44	0.33
YCLX05C	-0.25	-0.51	-0.66	0.1	0.54	-0.09	-0.07	0.17	-0.02	0.16	0.04	0.14	0.07	0.27	0.055	0.03	0.09
YDR507C	-1.11	-0.29	0.93	0.46	0.42	0.14	-0.57	-0.74	-0.55	0.32	0.99	0.89	0.12	0.02	-0.26	-0.66	-0.08
YPL237W	-0.35	-0.21	-0.1	-0.07	0.01	-0.42	-0.16	-0.48	-0.14	1.06	0.35	-0.085	-0.39	0.05	0.2	0.35	0.3
YGL086W	-0.4	-0.01	-0.3	0.01	0.11	0.05	0.26	0.04	0.02	-0.12	-0.29	0.03	-0.03	0.025	0.18	0.3	0.13
YNL165W	0.42	0.2	0.75	0.57	0.13	-0.03	-0.16	-0.3	-0.41	-0.27	0.02	0.06	0.02	-0.13	-0.005	-0.34	-0.52
YDR276C	-0.84	-0.21	-0.02	-0.21	-0.23	-0.33	0.28	-0.69	-0.51	0.62	-0.13	-0.17	-0.15	0.57	0.74	0.95	0.18
YIL034C	0.29	-0.2	-0.29	-0.44	-0.48	0	-0.32	-0.27	0.07	-0.06	0.13	0.28	0.41	0.025	0.05	0.32	0.51
YHL021C	0.045	-0.4	-0.65	-0.95	-0.53	-0.42	-0.47	-0.63	-0.16	0.33	0.25	0.37	0.53	0.37	0.31	0.8	1.23
YAL020C	0.94	-0.18	0.46	0.1	0.16	-0.75	0.03	-0.01	-0.32	0.29	-0.18	0.07	-0.27	0.01	-0.16	-0.32	0.14
YKR036C	0.34	-0.04	-0.01	0.13	-0.1	-0.15	0.18	0.11	-0.05	0.01	-0.24	0.11	0.05	-0.13	0	0.07	-0.26
YPL112C	-0.21	-0.1	-0.44	-0.23	-0.03	0.19	0.05	0.34	0.3	-0.02	-0.03	0.01	0.01	-0.02	-0.005	0.13	0.05
YNL090W	-0.14	-0.48	-0.24	0.06	0.16	-0.15	-0.01	-0.21	0.18	-0.38	0.19	0.14	0.42	0.055	0.29	0.05	0.12
YER057C	-0.37	-0.2	0.07	-0.01	-0.06	-0.41	-0.25	0.14	-0.18	0.65	0.13	-0.13	-0.1	0.08	-0.035	0.3	0.35
YPL179W	-0.24	0.41	0.69	0.44	0.19	0.19	-0.12	0.17	-0.1	-0.05	-0.05	-0.19	-0.2	-0.075	-0.25	-0.51	-0.37
YGR091W	0.23	0.27	-0.21	-0.59	0.02	0.32	0.06	0.12	0.23	-0.76	-0.2	0.09	0.13	0.18	0.105	0.13	-0.02
YGL203C	0.2	0.02	-0.39	-0.24	0.06	-0.09	0.42	0.12	0.12	0.08	-0.32	-0.08	-0.13	0.04	0.06	0.19	-0.03
YDR195W	-0.4	0.77	0.33	0.33	-0.3	0.33	0.19	0.46	0.26	-0.64	-0.46	-0.2	-0.11	-0.04	0.03	-0.12	-0.49
YPR083W	-0.42	-1.04	-0.28	0.47	-0.08	0.46	-0.39	-0.15	0.69	-0.36	0.05	-0.79	0.49	0.44	0.47	-0.18	0.62
YKL221W	1.75	0.77	0.97	-0.19	0.17	-0.13	0	-0.59	0	0.03	-2.59	0.06	0.22	-0.34	-0.34	0.11	0.11
YLR446W	0.26	0.41	-0.04	-0.19	-0.01	0.11	0.46	0.09	0.24	-0.17	-0.37	-0.25	-0.23	-0.1	-0.06	-0.08	-0.14
YPL138C	-0.03	0.19	-0.08	-0.25	-0.04	0.01	-0.15	-0.15	-0.03	0.18	-0.63	0.21	-0.18	0.27	-0.03	0.67	0.03
YHL029C	-0.02	0.12	0.12	0.19	0.06	0.28	0.42	0.46	0.07	-0.41	-0.2	-0.41	-0.13	-0.26	0.025	-0.28	-0.01
YOR259C	-0.09	-0.12	-0.23	-0.26	-0.34	-0.31	-0.19	-0.19	0.04	0.55	0.31	0.12	0.08	-0.045	0	0.26	0.39
YOL154W	1.05	1.16	0.48	0.2	-0.89	-0.49	-0.41	0.02	0.44	-0.06	0.04	-0.57	-0.46	-0.36	0.08	-0.18	-0.06
YJR113C	0.15	-0.14	0.07	0.16	-0.27	-0.22	-0.21	-0.39	-0.15	0.05	0.21	0.02	0.035	0.52	0.21	0.19	-0.21
YBL107C	0.18	0.49	0.14	-0.54	-0.57	-0.33	-0.12	-0.13	-0.18	0.34	0.19	0.13	-0.02	-0.09	0.04	0.1	0.39
YDL061C	-0.13	-0.13	0.35	0.26	0.33	-0.47	0.19	-0.09	-0.25	0.225	-2.75	0.4	-0.19	0.55	0.89	0.55	0.5
YLR351C	0.03	0.22	0.42	0.18	-0.08	-0.17	-0.13	-0.63	-0.38	0.48	0.25	0.02	-0.06	-0.1	-0.02	0.06	-0.1
YJR112W	-0.96	-0.85	0.06	0.65	0.61	0.36	0.13	-0.32	-0.16	-0.31	-0.37	0.09	0.37	0.075	0.52	0.32	-0.14
YGR112W	0.54	-0.05	-0.91	-0.14	-0.29	-0.21	-0.07	0.29	0.11	-0.36	0.47	0.07	0.44	-0.16	0.11	-0.14	0.31
YFR036W	0.47	0.52	0.41	0.49	0.16	-0.01	0.1	0.2	-0.19	-0.13	-0.36	-0.22	-0.03	-0.02	-1.02	-0.27	-0.13
YKR075C	-0.64	-0.49	0.61	1.47	1.04	0.43	0.4	0.23	0.66	-1.19	-0.42	-0.95	-0.69	-0.62	0.04	-0.15	0.31
YDL130W	0	-0.26	0.44	0.03	0.61	-0.5	0.2	-0.21	-0.66	0.115	-2.59	0.57	-0.4	0.72	0.79	0.53	0.71
YMR003W	-0.74	-0.86	-0.49	0.78	1.11	1.12	0.68	0.04	-0.52	-1.14	-0.68	-0.07	0.3	-0.015	0.63	0.14	-0.29
YER116C	0.62	0.46	0.09	0.22	0.32	0.03	0.46	0.58	0	-0.78	-0.18	-0.39	-0.03	-0.39	-0.31	-0.44	-0.25
YKL054C	-0.36	-0.05	0.13	0.06	0.02	-0.16	-0.12	-0.03	-0.17	0.56	0.14	-0.13	-0.005	0.08	0.05	0.06	-0.08
YGL254W	0.4	0.11	0.14	0.22	0.11	0.26	0.26	0.35	-0.02	-1.05	-0.37	-0.33	0.08	0.14	-0.27	0.11	0.11
YML103C	-0.33	0.2	-0.9	-0.27	-0.1	0.17	0.12	0.48	0.09	0.13	0.08	-0.14	-0.09	0.085	0.37	0.1	0.08
YPR029C	0.24	-0.17	0.37	0.64	0.37	0.35	0.24	0.27	0.27	0.37	-0.01	-0.22	0.19	0.24	-3.08	0.2	-0.04
YJL199C	0.35	-0.22	-0.47	-0.16	0.42	-0.47	-0.05	-0.16	0.5	0.42	-0.28	0.27	-0.22	0.23	0.05	0.18	-0.4
YGL110C	-0.16	0	-0.1	-0.14	-0.08	-0.09	0.11	0.05	0.04	0.07	-0.14	0.05	-0.02	0.22	0.02	0.11	0.08
YER148W	-0.4	0.12	0.02	0.08	-0.14	-0.25	-0.06	0.05	-0.09	0.1	-0.08	-0.09	-0.04	-0.01	0.12	0.4	0.26
YDL186W	0.59	0.42	-0.02	0.49	0.79	0.41	0.05	0.27	-0.25	-0.99	-0.45	-0.46	-0.34	-0.2	-0.32	-0.02	-0.02
YGL043W	0.5	0.13	0.01	0.22	-0.03	0.12	0.41	0.45	-0.08	-0.33	-0.18	-0.46	0	-0.005	-0.32	-0.42	-0.01
YHL017W	0.52	0.01	-0.15	0.17	-0.45	-0.04	0.11	0.41	0	-0.51	-0.3	-0.59	0.13	0.09	0.05	0.1	0.5
YKR061W	0.9	0.43	0.02	0.06	-0.38	0.01	0.3	-0.09	-0.24	-0.81	-0.59	-0.24	-0.2	0.015	0.23	0.2	0.38
YML031W	-0.51	0.27	0.37	0.16	0.04	0.12	-0.14	-0.5	0.1	0.39	0.09	-0.04	-0.2	0.065	-0.25	0.24	-0.14
YML049C	0.11	0	-0.19	-0.19	0.02	0.02	0.21	0.04	0.23	-0.33	0.17	0.1	0.18	-0.08	0.02	-0.2	-0.06
YKL126W	-0.42	-0.74	-0.51	0.19	0.39	0.06	0.04	-0.23	0.13	0.18	-0.34	0.19	0.27	0.12	0.11	0.39	0.3
YBR175W	-0.06	0	-0.23	-0.29	-0.64	-0.42	-0.19	0.21	0.23	0.3	0.1	0.25	0.21	0.03	0.065	0.21	0.29
YLR106C	-0.71	0.16	0.56	0.2	0.31	0.01	0.15	0.12	-0.04	0.44	-0.02	-0.39	-0.005	-0.27	-0.11	-0.13	-0.28
YHR105W	0.86	-0.69	0.21	0.21	-0.35	-0.01	0.16	-0.2	0.11	0.16	-0.27	-0.14	0.53	0.05	-0.35	-0.79	0.49
YDL129W	-0.5	0.55	0.61	0.08	-0.03	0.03	0.37	-0.03	-0.14	-1.2	0	-0.53	-0.11	0.45	0.35	0.53	-0.43
YLR071C	-0.32	-0.18	-0.23	-0.1	0.06	0.15	0.17	-0.16	0.29	0.24	0.01	-0.12	0	0.005	-0.1	0.25	0.04
YDR002W	-0.57	-0.11	-0.05	-0.12	0.09	-0.4	0	-0.18	-0.43	0.37	0.17	-0.02	-0.01	0.24	0.34	0.4	0.28
YGR253C	-0.12	-0.23	-0.31	-0.41	-0.46	-0.13	-0.09	-0.22	0.24	0	0.25	0.44	0.18	-0.045	0.36	0.27	0.25
YGR027C	-0.89	-0.24	0.06	-0.14	-0.34	-0.51	0.02	-0.37	-0.49	1.56	0.11	0.28	0.025	0.03	0.3	0.38	0.23
YML060W	-0.36	0.41	1.48	0.92	0.48	0.14	-0.13	-0.43	-0.68	-0.12	0.72	0.53	0.25	-0.36	0.01	-1.34	-1.52
YPR033C	-0.5	-0.22	0.1	0.06	0.04	-0.1	-0.05	-0.03	0.01	0.34	0.18	0.07	-0.06	0.025	-0.03	0.12	0.07
YEL006W	0.49	0.03	-0.32	0.11	-0.13	-0.26	0.37	0.27	-0.02	-0.26	-0.22	-0.2	0.35	-0.18	-0.01	0.14	-0.13
YGR082W	-0.06	0	0.14	-0.14	-0.11	-0.01	0.04	-0.04	-0.18	0.33	0	0.06	-0.1	-0.005	-0.2	0.17	0.09
YER009W	-0.66	0.06	0.19	-0.18	0.25	-0.46	-0.5	-0.31	-0.38	0.71	-0.03	0.14	0.05	0.28	0.04	0.6	0.25
YJL214W	0.32	-0.75	0.29	-0.75	-0.12	-0.81	-0.45	-0.16	0.08	0.41	-0.12	0.12	0.22	0.68	0.12	0.32	0.6
